CNT,CNTSCHID,STRATUM,REGION,SC001Q01TA,SC013Q01TA,SCHLTYPE,PRIVATESCH,SCHSIZE_Q,CLSIZE,TOTAT_Q,STRATIO_Q,SCRATIO_Q,SCHSEL,ABGSCIE,PROATCE,EDULEAD,NEGSCLIM,STAFFSHORT,EDUSHORT,DIGPREP,AVLRSOFT,ENCOURPG,STDTEST,TDTEST,W_NRASCHBWT,SENSCWT,vung,n_hs,sci_mean,sci_nvalid,math_mean,read_mean,qq_time_mean
VNM,70400001,VNM16,70402,2.0,1.0,3.0,1.0,4.0,43.0,3.0,4.0,3.0,1.0,3.0,5.0,-0.6172,-0.0155,1.0954,2.186,-0.9555,-1.1814764278469176,-0.5794,0.1991,-1.7613,41.270746012,28.32730592514891,2.0,42.0,0.37944562896608924,34.0,0.4197119191455491,0.5704983738121484,1853.5238095238096
VNM,70400002,VNM27,70404,2.0,1.0,3.0,1.0,4.0,18.0,4.0,4.0,1.0,3.0,3.0,5.0,1.1552,-0.565,-0.587,0.8339,0.3283,-0.6564702483261577,1.0336,1.0574,0.9893,17.958077419,12.32601787056646,4.0,42.0,0.4965496672977491,34.0,0.5660249892404868,0.6685806375533199,1671.904761904762
VNM,70400003,VNM22,70403,2.0,1.0,3.0,1.0,4.0,38.0,4.0,4.0,2.0,3.0,2.0,5.0,0.583,-0.0146,0.2632,1.0248,-0.0252,-0.299916175210575,-0.6346,2.0738,2.0128,15.768645434,10.823241312484189,3.0,42.0,0.4523595314278544,35.0,0.4946066745938718,0.6722947151979657,1568.1904761904761
VNM,70400004,VNM28,70404,5.0,1.0,3.0,1.0,,43.0,4.0,,,3.0,3.0,5.0,0.8117,0.1261,0.592,0.1,2.9476,-0.1350131625169151,0.1766,2.0707,1.8144,10.4969163,7.204845757193825,4.0,42.0,0.641677489177489,34.0,0.8559913359069043,0.8441029961076242,1654.7857142857142
VNM,70400005,VNM16,70402,2.0,1.0,3.0,1.0,4.0,43.0,4.0,4.0,,3.0,3.0,5.0,0.0385,0.6398,1.5435,1.2477,-0.7273,2.589132669225593,-0.3526,1.8786,2.0128,14.720200438,10.103612398125629,2.0,41.0,0.4709860663633042,34.0,0.5838743234141367,0.6953588794803032,1981.9024390243903
VNM,70400006,VNM33,70405,6.0,1.0,3.0,1.0,4.0,43.0,4.0,4.0,,3.0,2.0,5.0,1.0773,-2.2095,-1.4549,-0.6343,0.2764,0.8439307590330061,2.4187,0.7443,0.6501,5.5678694974,3.8216595977764736,5.0,42.0,0.5805344758760906,35.0,0.7389717529310231,0.7674292446882213,1898.595238095238
VNM,70400007,VNM15,70402,1.0,1.0,3.0,1.0,4.0,43.0,4.0,4.0,2.0,2.0,2.0,5.0,0.6782,0.3905,0.4299,1.2477,-0.6485,-0.2574136139336264,0.1994,2.0707,0.8207,12.395656371,8.508097965135908,2.0,42.0,0.39735503413892176,34.0,0.4554771429607668,0.5802361465259284,1857.0238095238096
VNM,70400008,VNM33,70405,2.0,1.0,3.0,1.0,4.0,43.0,4.0,4.0,2.0,3.0,3.0,5.0,2.7868,3.5479,4.0437,2.186,-0.0735,1.1347833168548946,2.1084,1.9464,0.2479,9.7353354545,6.682113902748081,5.0,42.0,0.5029500147885241,35.0,0.5851042762649459,0.748591312165153,2268.714285714286
VNM,70400009,VNM33,70405,4.0,1.0,3.0,1.0,4.0,53.0,2.0,4.0,4.0,3.0,2.0,5.0,0.587,-0.0552,1.1027,0.3884,-1.0388,-0.05052741953055702,1.1229,1.0341,0.1718,15.904260891,10.916324692598057,5.0,42.0,0.4789902747356164,35.0,0.5022690532920712,0.6255809945108722,2308.095238095238
VNM,70400010,VNM25,70404,5.0,2.0,1.0,2.0,2.0,23.0,3.0,1.0,1.0,3.0,2.0,5.0,1.0219,-0.5312,-1.4549,-1.421,0.2803,2.589132669225593,1.0936,0.0167,0.5541,78.037894737,53.56344460860498,4.0,40.0,0.5613064456678586,32.0,0.709974339386104,0.701964575698609,1529.825
VNM,70400011,VNM22,70403,4.0,1.0,3.0,1.0,4.0,43.0,4.0,4.0,1.0,3.0,3.0,5.0,2.3494,-2.2095,-0.2966,-1.421,0.4706,0.33563128893475364,0.971,2.0707,2.0128,15.768645434,10.823241312484189,3.0,42.0,0.49987156918103215,34.0,0.546939843781949,0.6553501091563843,1654.4761904761904
VNM,70400012,VNM16,70402,2.0,1.0,3.0,1.0,4.0,43.0,4.0,4.0,2.0,3.0,3.0,1.0,-0.2255,-0.5245,-1.4549,0.8306,-0.6717,2.589132669225593,0.4281,2.0707,2.0128,9.9366788774,6.820311470944366,2.0,42.0,0.4898003105164231,34.0,0.5428786064226678,0.6070207582054014,1681.6904761904761
VNM,70400013,VNM15,70402,1.0,1.0,3.0,1.0,4.0,43.0,3.0,4.0,2.0,3.0,1.0,5.0,0.8005,-1.4172,0.3596,-0.6881,-0.7139,0.42885992130801975,-0.3526,2.0707,2.0128,16.296827411,11.185773466428742,2.0,42.0,0.41034919187093105,34.0,0.42364971597771867,0.6505211968674638,1783.452380952381
VNM,70400014,VNM03,70402,4.0,2.0,1.0,2.0,4.0,33.0,4.0,4.0,4.0,3.0,3.0,5.0,4.5621,-0.317,0.0131,-1.421,2.9476,0.6250122713152813,2.3153,2.0707,2.0128,2.4550561798,1.6850949931557053,2.0,41.0,0.5464970105286311,33.0,0.7008164380211689,0.6982205208539918,1556.121951219512
VNM,70400015,VNM04,70402,2.0,1.0,3.0,1.0,4.0,38.0,4.0,4.0,1.0,3.0,3.0,5.0,0.5865,-0.5312,-0.3162,0.8339,0.1478,-0.9885269185061469,-0.3526,2.0707,0.4546,19.551646707,13.41980776040689,2.0,42.0,0.5139435603656899,34.0,0.555799557632194,0.6831913605451179,1736.857142857143
VNM,70400016,VNM22,70403,4.0,1.0,3.0,1.0,2.0,43.0,4.0,1.0,2.0,2.0,2.0,5.0,-1.3168,-2.2095,0.028,0.2651,-0.0252,-0.8410231213250464,-0.3526,2.0707,2.0128,52.323232576,35.913482536567365,3.0,40.0,0.3372929354352279,33.0,0.3000362147457954,0.48460463889507527,2072.75
VNM,70400017,VNM26,70404,1.0,1.0,3.0,1.0,4.0,43.0,3.0,4.0,3.0,3.0,2.0,5.0,0.2284,-0.9799,1.4551,2.9592,2.9476,0.13627609826100104,1.1848,2.0707,1.5226,9.16,6.287216669136957,4.0,41.0,0.45767542346826245,34.0,0.4677961261542194,0.5964635025015106,1751.4146341463415
VNM,70400018,VNM10,70401,2.0,1.0,3.0,1.0,4.0,43.0,3.0,4.0,,3.0,2.0,5.0,0.141,-2.2095,1.5435,1.2477,-0.0252,1.0672639730748135,0.8038,2.0707,1.1052,17.809613283,12.224115448008796,1.0,39.0,0.43350355178418426,33.0,0.401691808788583,0.5763169669806615,1920.871794871795
VNM,70400019,VNM06,70402,2.0,1.0,3.0,1.0,4.0,13.0,3.0,4.0,4.0,3.0,2.0,5.0,2.3004,-0.3553,-0.2966,-0.6881,0.516,0.3258496404127676,1.3095,2.0707,2.0128,366.0,251.21411581922777,2.0,5.0,0.3610424901185771,4.0,0.4888888888888889,0.5777777777777777,1709.0
VNM,70400020,VNM33,70405,5.0,1.0,3.0,1.0,4.0,43.0,4.0,4.0,3.0,3.0,3.0,5.0,0.661,-0.7677,-0.587,-1.421,0.3186,-0.10722635565357394,0.9614,1.4097,-0.4272,9.2053315186,6.318331197453465,5.0,42.0,0.5321727693289999,33.0,0.5164554689279207,0.6731771080377673,1870.357142857143
VNM,70400021,VNM06,70402,3.0,1.0,3.0,1.0,4.0,48.0,4.0,4.0,2.0,3.0,3.0,5.0,-1.0086,-0.2084,0.1078,-0.9492,-0.1066,-0.2147379261341648,-0.3526,0.6811,-0.7601,17.233183857,11.828467337121433,2.0,42.0,0.5467794435941918,34.0,0.6000973108473793,0.6339426287445713,1827.1904761904761
VNM,70400022,VNM08,70401,4.0,2.0,1.0,2.0,4.0,38.0,4.0,4.0,3.0,3.0,3.0,5.0,1.1074,1.3693,-0.3162,-0.6343,0.8594,-0.15795242674989138,0.7244,0.449,0.7612,4.5214007782,3.103387155081643,1.0,42.0,0.4543310005760598,33.0,0.49694439072600166,0.6179066857025901,1702.3333333333333
VNM,70400023,VNM10,70401,2.0,1.0,3.0,1.0,3.0,53.0,1.0,4.0,4.0,3.0,3.0,5.0,-0.2419,-0.9799,0.7642,1.2477,-0.6171,-0.20175343694568762,1.1137,1.3786,0.0009,28.087097628,19.278348077995492,1.0,37.0,0.3681428716211325,30.0,0.4027467454886809,0.5342066877738875,1813.972972972973
VNM,70400024,VNM28,70404,4.0,1.0,3.0,1.0,4.0,43.0,2.0,4.0,4.0,3.0,3.0,5.0,0.467,-0.5245,-0.4317,1.2477,-0.0252,-0.92239258690617,4.243,-0.1674,-0.5637,21.531325301,14.778614338543397,4.0,40.0,0.2519963958143306,32.0,0.3475862068965518,0.7970209970950103,1863.475
VNM,70400025,VNM15,70402,1.0,1.0,3.0,1.0,4.0,43.0,4.0,4.0,1.0,2.0,3.0,5.0,-0.1169,-0.5312,1.0816,1.2477,-0.7601,1.16395513589834,-1.4842,0.487,0.1724,14.897795824,10.225509851315692,2.0,42.0,0.3951128883194101,36.0,0.3871707178224753,0.5910532430197344,1615.0714285714287
VNM,70400026,VNM22,70403,2.0,1.0,3.0,1.0,3.0,43.0,3.0,1.0,1.0,3.0,3.0,5.0,1.9159,-2.2095,0.592,1.7368,1.6419,1.4815557414484912,1.1229,2.0707,2.0128,17.939394026,12.31319401249816,3.0,41.0,0.447051743178909,35.0,0.4931251041146093,0.5972107317127738,1917.658536585366
VNM,70400027,VNM32,70405,1.0,1.0,3.0,1.0,4.0,43.0,3.0,4.0,1.0,3.0,3.0,5.0,0.3005,-0.565,-1.4549,0.1,0.1532,-0.048969280827939735,0.8038,2.0707,2.0128,21.053439048,14.450604031140232,5.0,41.0,0.4422279852652524,35.0,0.47913997919385853,0.6062804729911485,1598.5365853658536
VNM,70400028,VNM07,70401,1.0,1.0,3.0,2.0,3.0,13.0,3.0,4.0,4.0,1.0,1.0,5.0,-1.1612,-0.3553,0.1756,-0.6881,-0.5618,-1.1214015245348965,0.1967,0.5493,0.4108,62.416666667,42.84138723807069,1.0,10.0,0.35286561264822136,8.0,0.3274535809018568,0.5623176413190094,1509.8
VNM,70400029,VNM15,70402,1.0,1.0,3.0,1.0,3.0,38.0,2.0,4.0,3.0,3.0,3.0,,1.0378,1.975,0.1963,-0.6881,0.9391,-0.980476535209291,0.8219,2.0707,2.0128,305.75952381,209.86641646786143,2.0,7.0,0.3201446586539754,7.0,0.28160919540229884,0.4802078179119248,2602.1428571428573
VNM,70400030,VNM15,70402,1.0,1.0,3.0,1.0,3.0,43.0,3.0,1.0,2.0,3.0,3.0,5.0,0.9363,-0.5562,-0.2966,-0.2692,0.961,0.47326687433261155,0.7268,2.0707,2.0128,18.885147059,12.96233748782179,2.0,39.0,0.3354196676005933,31.0,0.30492104108490736,0.5017745990600435,1892.051282051282
VNM,70400031,VNM30,70405,5.0,2.0,1.0,2.0,4.0,43.0,4.0,4.0,3.0,3.0,3.0,5.0,1.8044,0.2217,-1.4549,-1.421,2.9476,1.893769991552013,2.1084,2.0707,0.2479,4.2128681178,2.891617320426616,5.0,42.0,0.4798441369026528,35.0,0.5132403756558345,0.6456165934632299,2005.8809523809523
VNM,70400032,VNM15,70402,1.0,1.0,3.0,1.0,4.0,53.0,3.0,4.0,3.0,3.0,3.0,5.0,1.1727,2.1239,-1.4549,-1.421,-0.0252,-0.603493532437171,0.1766,2.0707,-0.0031,14.693249428,10.085113834880858,2.0,41.0,0.4630581649356353,33.0,0.5369158272357734,0.5685336182527435,1738.6341463414635
VNM,70400033,VNM10,70401,1.0,1.0,3.0,1.0,3.0,33.0,3.0,3.0,1.0,3.0,3.0,5.0,1.5418,0.1199,-1.4549,-0.6881,-0.1588,-0.06740725547557729,1.1848,2.0707,0.4108,35.5301785,24.387110319062394,1.0,41.0,0.41990331705804856,34.0,0.5092485930416966,0.6202774633734407,1757.878048780488
VNM,70400034,VNM19,70403,4.0,2.0,1.0,2.0,4.0,48.0,3.0,4.0,4.0,3.0,3.0,5.0,0.5251,-0.9799,-0.3162,0.1424,-0.0252,-0.4859406236508244,0.5676,2.0707,0.5813,6.277892562,4.3090033583905365,3.0,42.0,0.3907377724577214,34.0,0.4415828829242955,0.5534507273256516,1790.5
VNM,70400035,VNM15,70402,3.0,1.0,3.0,1.0,4.0,43.0,4.0,4.0,3.0,1.0,3.0,5.0,1.8272,-0.7033,0.1202,0.1,-0.0252,0.18527090413218816,2.1084,2.0707,2.0128,15.179550827,10.418900108026866,2.0,42.0,0.31749627184409795,35.0,0.45433958903804633,0.7633502453111419,1741.2857142857142
VNM,70400036,VNM11,70401,4.0,1.0,3.0,1.0,4.0,43.0,4.0,4.0,1.0,3.0,2.0,5.0,0.4563,0.6435,0.3596,0.1,-1.0516,-0.4333101608068637,-0.3526,1.2671,1.5283,10.414340394,7.148167524369339,1.0,42.0,0.45378591752906705,35.0,0.4852421262574519,0.6440040473497601,1768.095238095238
VNM,70400037,VNM09,70401,1.0,1.0,3.0,1.0,3.0,38.0,1.0,4.0,4.0,3.0,3.0,5.0,0.5573,0.8426,0.8244,2.186,-0.4079,-0.7271058695114735,1.1848,2.0707,1.2939,122.64880952,84.18336677554014,1.0,9.0,0.29491636081309996,8.0,0.27250957854406127,0.5433006535947712,1814.0
VNM,70400038,VNM27,70404,1.0,1.0,3.0,1.0,,43.0,4.0,,,1.0,3.0,5.0,1.0937,-0.564,0.4299,0.1,-0.2028,2.589132669225593,0.5676,2.0707,2.0128,10.48729168,7.198239635873071,4.0,42.0,0.5796849144035846,34.0,0.6586650706309628,0.76393548276411,1437.9761904761904
VNM,70400039,VNM09,70401,3.0,1.0,3.0,1.0,4.0,43.0,3.0,4.0,,2.0,1.0,5.0,0.1995,-0.238,1.5435,1.2477,-3.4403,0.7132202345356695,-0.3526,,,12.750618812,8.751736150285772,1.0,41.0,0.45079036027652625,33.0,0.4463478676589862,0.6333706189300573,1834.9268292682927
VNM,70400040,VNM04,70402,1.0,1.0,3.0,1.0,4.0,38.0,4.0,4.0,1.0,3.0,2.0,5.0,2.7868,-2.2095,-1.4549,-1.421,1.3622,0.4082578651289693,4.243,2.0707,2.0128,14.641816143,10.049811192217051,2.0,39.0,0.4070880341292957,32.0,0.3934809507382361,0.6161894464380665,1828.2051282051282
VNM,70400041,VNM27,70404,1.0,1.0,3.0,1.0,4.0,43.0,3.0,4.0,2.0,2.0,2.0,5.0,0.6767,-0.1717,-0.7828,1.2477,0.3604,0.025648250375175617,1.3095,2.0707,0.8207,19.476398834,13.368159323568166,4.0,42.0,0.5068187353992981,34.0,0.5546649533094545,0.6367017015138814,1940.142857142857
VNM,70400042,VNM10,70401,1.0,1.0,3.0,1.0,4.0,43.0,3.0,4.0,4.0,1.0,3.0,5.0,-0.9061,-1.4172,1.4551,1.6864,-0.8212,-0.7200076820884393,0.9225,0.7617,0.5851,52.637301481,36.129052324206405,1.0,42.0,0.416361288814705,35.0,0.38109282033111785,0.5828232843391673,2083.2380952380954
VNM,70400043,VNM28,70404,5.0,1.0,3.0,1.0,3.0,43.0,1.0,4.0,4.0,2.0,3.0,1.0,-0.2419,0.3905,-0.4317,-1.421,-0.0784,-0.03312820401799762,-0.3526,-0.0002,0.5454,19.113368984,13.118983851481453,4.0,40.0,0.33874162296037297,32.0,0.31375144163176616,0.5483268409944613,1052.325
VNM,70400044,VNM17,70403,3.0,2.0,1.0,2.0,3.0,48.0,3.0,4.0,4.0,3.0,2.0,4.0,1.9543,-0.1717,1.0065,0.7566,0.3261,2.589132669225593,2.0503,2.0707,2.0128,1.0,0.6863773656263054,3.0,42.0,0.3706622745209701,36.0,0.36851865517140125,0.5490334284203854,1698.6666666666667
VNM,70400045,VNM28,70404,4.0,1.0,3.0,1.0,4.0,43.0,4.0,4.0,1.0,3.0,2.0,5.0,1.1383,0.3905,-0.6142,0.1,0.5026,-0.3212107374796775,0.8038,2.0707,2.0128,12.303614458,8.444922479363763,4.0,42.0,0.4821102661192176,34.0,0.6121295419752074,0.6239798890855783,1852.5238095238096
VNM,70400046,VNM18,70403,1.0,2.0,1.0,2.0,4.0,43.0,3.0,4.0,4.0,3.0,3.0,5.0,1.0896,-2.2095,-1.4549,-1.421,-0.0252,0.7490574246958663,1.2934,2.0707,2.0128,1.7560240964,1.2052951932633453,3.0,42.0,0.3666170815576235,35.0,0.4287232420001199,0.590405749137153,2251.309523809524
VNM,70400047,VNM25,70404,4.0,2.0,1.0,2.0,4.0,43.0,3.0,4.0,4.0,3.0,3.0,5.0,4.5621,-0.2093,-0.7828,-1.421,-0.0252,0.3023909966122521,1.3117,2.0707,2.0128,19.717021277,13.533317122105073,4.0,41.0,0.442207864599169,32.0,0.420427700107334,0.5779871698072733,1744.219512195122
VNM,70400048,VNM02,70402,2.0,1.0,3.0,2.0,1.0,33.0,1.0,3.0,1.0,2.0,2.0,5.0,0.7594,-0.9838,2.8705,2.9592,-1.5007,-0.0010132340918307609,-1.2679,0.8834,-1.6697,1.0,0.6863773656263054,2.0,25.0,0.28198793959663526,21.0,0.3009769668390358,0.4673263947367235,2358.2
VNM,70400049,VNM26,70404,1.0,1.0,3.0,1.0,4.0,43.0,4.0,4.0,2.0,2.0,3.0,5.0,1.5617,0.1199,1.5435,1.7368,-0.8913,0.2713147858211634,3.1472,2.0707,0.8207,4.9007782101,3.3637832373672385,4.0,42.0,0.43861966191158736,35.0,0.5080576835850679,0.5978508259322106,1659.5714285714287
VNM,70400050,VNM28,70404,2.0,1.0,3.0,1.0,4.0,13.0,4.0,4.0,2.0,3.0,2.0,5.0,0.5788,0.8426,1.5273,2.4549,-0.0252,-0.04516049733265314,1.1229,2.0707,0.5667,10.590222222,7.268888830133518,4.0,42.0,0.5388015710997077,35.0,0.5778194177044752,0.6480242776021478,1614.5
VNM,70400051,VNM28,70404,2.0,1.0,3.0,1.0,4.0,43.0,3.0,4.0,2.0,3.0,3.0,5.0,0.4334,-0.0625,-0.0719,-1.421,-0.1066,0.8670431497884957,2.7274,2.0707,2.0128,20.023529412,13.743697368349403,4.0,42.0,0.4243372590142777,35.0,0.45153351206003645,0.6109720048465205,2366.9761904761904
VNM,70400052,VNM30,70405,5.0,2.0,1.0,2.0,4.0,38.0,4.0,4.0,2.0,3.0,3.0,5.0,0.3053,-0.2404,-1.4549,-1.421,2.9476,0.19392723025783962,1.6494,0.3765,0.0031,16.786989796,11.52220983297415,5.0,41.0,0.3808011042665774,34.0,0.3665270937151974,0.59670509966237,1762.9512195121952
VNM,70400053,VNM11,70401,2.0,1.0,3.0,1.0,4.0,43.0,3.0,4.0,2.0,3.0,1.0,5.0,1.8128,-2.2095,0.2099,-1.421,2.9476,2.589132669225593,0.8038,2.0707,-0.4272,19.881922571,13.64650163786916,1.0,42.0,0.42237525086045363,35.0,0.43671764307779637,0.6247470903088688,1853.8333333333333
VNM,70400054,VNM20,70403,1.0,1.0,3.0,1.0,3.0,28.0,2.0,4.0,4.0,3.0,2.0,5.0,0.9287,0.1191,1.5435,1.2477,-0.0252,-1.4068005968976245,1.8965,2.0707,2.0128,115.73283036,79.4363952189729,3.0,40.0,0.3562924662994788,31.0,0.39651943914021204,0.5382394806311542,1666.325
VNM,70400055,VNM16,70402,4.0,1.0,3.0,1.0,4.0,48.0,4.0,4.0,4.0,3.0,2.0,5.0,-0.3081,0.1191,0.1963,-1.421,2.9476,0.7655910075958607,0.9614,2.0707,0.9893,7.9142724706,5.43217748921922,2.0,42.0,0.521837861604452,35.0,0.5872435451128455,0.6980331525029188,1471.5238095238096
VNM,70400056,VNM28,70404,5.0,1.0,3.0,1.0,4.0,43.0,4.0,4.0,3.0,3.0,2.0,5.0,0.237,-0.317,1.5435,0.7566,-0.2201,-0.8752156095213696,0.9614,1.0341,0.8207,8.6229191797,5.918576550571029,4.0,42.0,0.6262070836239636,34.0,0.8581852869352868,0.781207003133436,1688.8333333333333
VNM,70400057,VNM32,70405,4.0,1.0,3.0,1.0,4.0,48.0,4.0,4.0,4.0,3.0,3.0,5.0,1.0825,0.3905,-1.4549,-0.6881,-0.0252,0.07663401125526265,2.8843,0.7443,0.6501,9.3935315864,6.447507464200721,5.0,42.0,0.5319686426682178,35.0,0.6679029061745791,0.7196868493505713,1840.642857142857
VNM,70400058,VNM22,70403,2.0,1.0,3.0,1.0,4.0,43.0,3.0,4.0,2.0,3.0,3.0,5.0,-0.015,0.1199,0.028,0.8007,-0.7391,-0.30424433827340075,1.1848,1.1902,1.445,19.292365084,13.241842723056836,3.0,41.0,0.43686762256920364,33.0,0.3792245731421977,0.5736200224833232,1939.7317073170732
VNM,70400059,VNM06,70402,2.0,1.0,3.0,1.0,4.0,43.0,3.0,4.0,1.0,3.0,3.0,5.0,2.0937,-0.1717,-1.4549,-0.2805,-0.0252,-0.4781499301377381,2.8843,1.0256,0.5355,23.361702128,16.034943563163093,2.0,41.0,0.444009137871409,32.0,0.4561947717874167,0.6274690932151559,2140.8048780487807
VNM,70400060,VNM28,70404,4.0,1.0,3.0,1.0,4.0,38.0,3.0,4.0,4.0,3.0,3.0,5.0,1.2198,-0.317,-0.4317,-1.421,0.6908,-0.05909718239495196,1.2846,2.0707,2.0128,15.112896406,10.373150022133538,4.0,39.0,0.39674015522520956,32.0,0.37772319999655923,0.5293936141955199,1564.974358974359
VNM,70400061,VNM24,70404,1.0,2.0,1.0,2.0,3.0,38.0,2.0,4.0,2.0,3.0,2.0,1.0,0.5628,0.1199,-0.7828,0.4698,0.3771,-0.4818721503717682,0.8038,2.0707,2.0128,43.812962778,30.072225971847015,4.0,42.0,0.380506396842714,34.0,0.3823223822561654,0.5937878032808214,1646.952380952381
VNM,70400062,VNM08,70401,5.0,2.0,1.0,2.0,4.0,33.0,3.0,4.0,4.0,3.0,3.0,5.0,0.5081,0.3647,-1.4549,-0.6881,0.6337,2.589132669225593,1.4592,2.0707,2.0128,2.6774193548,1.8377200434245062,1.0,39.0,0.4040537788956762,33.0,0.4686617667287011,0.5422180068656288,1841.5384615384614
VNM,70400063,VNM15,70402,1.0,1.0,3.0,1.0,3.0,53.0,3.0,3.0,1.0,3.0,2.0,5.0,1.0234,3.5479,0.4299,0.4886,-0.2876,1.2476618095333893,0.959,2.0707,2.0128,25.6838,17.628778983272902,2.0,40.0,0.4551454404637349,32.0,0.5202273025744623,0.6729857467549777,1781.475
VNM,70400064,VNM22,70403,4.0,1.0,3.0,1.0,4.0,43.0,4.0,4.0,2.0,3.0,2.0,5.0,-0.0282,-0.9799,-0.587,0.4398,-0.0899,-0.8801497154129909,0.8038,0.7443,0.8207,12.982456203,8.910864087974028,3.0,42.0,0.5541844642995538,34.0,0.6702752636027666,0.6783048343832349,1573.8333333333333
VNM,70400065,VNM22,70403,4.0,1.0,3.0,1.0,4.0,43.0,3.0,4.0,2.0,3.0,2.0,5.0,0.141,-0.9698,-0.2966,1.2477,-0.0252,-0.26477149114043014,-0.3526,1.0341,0.6501,16.682769807,11.450675591478728,3.0,41.0,0.48948286342555114,33.0,0.5057540268429561,0.6327173446123463,1892.7317073170732
VNM,70400066,VNM15,70402,2.0,1.0,3.0,1.0,4.0,43.0,4.0,4.0,1.0,1.0,2.0,5.0,-0.0359,0.6435,-1.4549,-1.421,-0.0252,-0.2780156701126768,-0.3526,0.4856,0.4146,12.44370155,8.541075088528974,2.0,42.0,0.5367039226757898,34.0,0.6552778000032006,0.6417629897951124,1700.1190476190477
VNM,70400067,VNM33,70405,5.0,1.0,3.0,1.0,4.0,33.0,4.0,3.0,1.0,3.0,3.0,5.0,0.1555,-0.238,0.592,1.2477,-0.7641,-0.534329486693216,1.0765,0.5522,0.434,17.74950663,12.182859601866042,5.0,42.0,0.6414161994509283,34.0,0.7558247558018725,0.8420870967954377,1637.6190476190477
VNM,70400068,VNM27,70404,5.0,1.0,3.0,1.0,4.0,43.0,4.0,4.0,2.0,3.0,3.0,5.0,-0.1303,-0.5312,-0.7828,-1.421,2.9476,1.0373996479413157,1.5029,2.0707,2.0128,13.91751,9.552663849877762,4.0,41.0,0.4940450305074811,33.0,0.5557442242288416,0.6410631261970592,2064.609756097561
VNM,70400069,VNM16,70402,3.0,1.0,3.0,1.0,4.0,43.0,3.0,4.0,4.0,3.0,3.0,5.0,1.1732,0.1261,0.2632,-0.6881,1.4991,0.32645558324156315,1.6494,2.0707,1.2939,14.282657325,9.803292708876754,2.0,42.0,0.44476280539579766,34.0,0.5415040465115428,0.6512018802337025,1643.904761904762
VNM,70400070,VNM20,70403,1.0,1.0,3.0,1.0,3.0,53.0,2.0,4.0,2.0,2.0,3.0,5.0,0.9707,-0.5312,0.592,0.4592,-0.6348,-1.1232193530212833,1.166,1.4097,1.2525,62.317677885,42.77344357865498,3.0,42.0,0.35090715930818905,36.0,0.317690520055239,0.538148237546056,1793.2142857142858
VNM,70400071,VNM11,70401,4.0,1.0,3.0,1.0,4.0,43.0,4.0,4.0,1.0,3.0,3.0,5.0,-0.1169,0.3963,-1.4549,-1.421,-0.8863,-0.23369528034934148,-3.4562,2.0707,-0.912,13.213194375,9.069237546620817,1.0,42.0,0.5133431871604476,35.0,0.6261848135761179,0.6668041133883955,1872.6666666666667
VNM,70400072,VNM04,70402,2.0,1.0,3.0,1.0,4.0,48.0,4.0,4.0,1.0,3.0,3.0,1.0,0.6909,1.0318,2.3388,2.9592,0.3679,0.5526453849048354,0.4788,1.0048,2.0128,10.465144231,7.1830381281731075,2.0,42.0,0.44013374945600015,34.0,0.5209990298878516,0.5901978938109175,1958.5
VNM,70400073,VNM16,70402,2.0,1.0,3.0,1.0,3.0,13.0,2.0,4.0,3.0,3.0,3.0,5.0,-0.0786,-2.2095,-1.4549,0.0888,2.9476,0.21842463319343317,1.6494,2.0707,1.6334,64.683957692,44.39760447891835,2.0,4.0,0.3189582156973461,4.0,0.4505247376311844,0.3,1481.75
VNM,70400074,VNM24,70404,2.0,2.0,1.0,2.0,4.0,28.0,4.0,4.0,4.0,3.0,3.0,5.0,0.7806,-0.0146,-1.4549,-1.421,1.7496,2.589132669225593,1.3778,2.0707,0.0031,11.580518796,7.948605983784393,4.0,41.0,0.47484522084905706,34.0,0.522173951752756,0.6824690009178753,1377.560975609756
VNM,70400075,VNM11,70401,4.0,1.0,3.0,1.0,,43.0,3.0,,,3.0,3.0,5.0,1.5358,-0.5312,-0.2966,0.4698,2.9476,-0.21421854656662578,1.5192,2.0707,0.8556,16.220801279,11.133590850227824,1.0,42.0,0.4455037777957033,35.0,0.3820898343506158,0.6357536911747578,1883.142857142857
VNM,70400076,VNM11,70401,2.0,1.0,3.0,1.0,4.0,43.0,3.0,4.0,3.0,2.0,3.0,5.0,-0.9464,0.3905,-0.3162,-0.4447,-0.6789,0.3100085636028255,0.4995,1.2219,2.0128,17.6175925,12.092316728827756,1.0,41.0,0.4331376841305071,33.0,0.4010265913832552,0.5658063283484043,2046.9756097560976
VNM,70400077,VNM11,70401,2.0,1.0,3.0,1.0,4.0,43.0,4.0,4.0,2.0,3.0,3.0,5.0,-0.5386,-0.317,1.0816,-0.1413,1.9152,-0.39877141956551443,-0.3188,2.0707,1.2525,13.240779332,9.088171236737393,1.0,42.0,0.4802298047018543,35.0,0.5086697285260504,0.5872434427483948,1927.7857142857142
VNM,70400078,VNM29,70405,2.0,2.0,1.0,2.0,3.0,43.0,2.0,4.0,2.0,3.0,2.0,5.0,0.8516,2.6044,1.5435,1.2477,-0.0252,-0.13215657489545013,1.2325,2.0707,2.0128,6.5022624434,4.463005766511756,5.0,40.0,0.43873285868010936,32.0,0.4633717847751839,0.6148557503852562,1960.6
