CNT,CNTSCHID,STRATUM,REGION,SC001Q01TA,SC013Q01TA,SCHLTYPE,PRIVATESCH,SCHSIZE_Q,CLSIZE,TOTAT_Q,STRATIO_Q,SCRATIO_Q,SCHSEL,ABGSCIE,PROATCE,EDULEAD,NEGSCLIM,STAFFSHORT,EDUSHORT,DIGPREP,AVLRSOFT,ENCOURPG,STDTEST,TDTEST,W_NRASCHBWT,SENSCWT,vung,n_hs,sci_mean,sci_nvalid,math_mean,read_mean,qq_time_mean
VNM,70400079,VNM33,70405,5.0,1.0,3.0,1.0,4.0,38.0,4.0,4.0,3.0,3.0,3.0,5.0,1.8272,-0.0146,-0.7828,0.9905,0.4431,1.3523167923925152,1.3279,2.0707,2.0128,21.707166892,14.899308026541515,5.0,42.0,0.47906715579288317,35.0,0.5258600857485238,0.6448074151706911,1709.6666666666667
VNM,70400080,VNM27,70404,2.0,1.0,3.0,1.0,4.0,43.0,4.0,4.0,2.0,3.0,3.0,5.0,1.2358,0.1199,-0.3162,-1.421,0.0268,0.07118052579610216,1.6668,2.0707,1.2528,10.705776923,7.3482029613916335,4.0,42.0,0.540376684270546,34.0,0.7283922695097371,0.7215315526539012,1904.3809523809523
VNM,70400081,VNM16,70402,4.0,1.0,3.0,1.0,4.0,43.0,4.0,4.0,2.0,2.0,2.0,5.0,0.3742,2.8581,0.4365,1.0287,-0.0252,1.3081695291516928,0.8038,0.2416,0.1214,12.692701132,8.711982765664184,2.0,42.0,0.6047446600377683,34.0,0.7620138052759242,0.7752070859303957,1752.1666666666667
VNM,70400082,VNM33,70405,2.0,1.0,3.0,1.0,4.0,43.0,3.0,4.0,3.0,3.0,3.0,5.0,0.2788,0.6398,-0.0719,-0.6343,-1.7356,-0.24616038997027953,-0.3526,1.0341,0.8207,15.154059906,10.401403716823499,5.0,42.0,0.4780759081374606,33.0,0.5795544835705019,0.7064657573249771,2136.277777777778
VNM,70400083,VNM21,70403,2.0,1.0,3.0,1.0,4.0,53.0,3.0,4.0,3.0,3.0,3.0,5.0,1.1136,-2.2095,-0.0719,-1.421,-0.0252,2.589132669225593,1.8965,2.0707,2.0128,19.467468317,13.362029618836026,3.0,42.0,0.4424884480598765,35.0,0.46408499033011086,0.5853540559902258,1797.1190476190477
VNM,70400084,VNM21,70403,3.0,1.0,3.0,1.0,3.0,13.0,2.0,4.0,2.0,3.0,3.0,1.0,0.6365,-0.5312,0.3544,-0.6881,-0.0252,0.33563128893475364,0.8038,2.0707,2.0128,54.115989908,37.14399059131277,3.0,3.0,0.21014492753623187,2.0,0.16,0.40425531914893614,1445.0
VNM,70400085,VNM14,70402,2.0,1.0,3.0,1.0,4.0,43.0,3.0,4.0,3.0,3.0,3.0,,-0.0665,-2.2095,-0.0719,2.186,-0.0226,-0.1951746290901926,1.6668,2.0707,2.0128,30.867857143,21.186998468341475,2.0,37.0,0.2800329855832574,32.0,0.2969566394612339,0.5152298113051615,1897.2162162162163
VNM,70400086,VNM15,70402,1.0,1.0,3.0,1.0,3.0,43.0,3.0,4.0,2.0,3.0,3.0,5.0,-0.6374,2.1958,0.1963,1.2477,-0.9148,-0.21188133851269986,-0.5794,2.0707,-0.2436,27.676508621,18.99652907701571,2.0,41.0,0.40857841347575524,34.0,0.4178124006309127,0.5596597516385775,2774.7073170731705
VNM,70400087,VNM27,70404,1.0,1.0,3.0,1.0,4.0,38.0,4.0,4.0,1.0,3.0,3.0,5.0,1.5307,3.5479,1.5435,1.2477,-0.9555,0.33251501152951907,1.3095,2.0707,-0.4272,15.148310204,10.397457251511602,4.0,42.0,0.5241149621904099,34.0,0.6314192512006105,0.6567369798037259,1595.6666666666667
VNM,70400088,VNM22,70403,4.0,1.0,3.0,1.0,3.0,38.0,3.0,2.0,2.0,3.0,2.0,5.0,-0.3241,-2.2095,-0.7828,-1.421,-0.0503,-0.35020943000060983,0.3467,2.0707,2.0128,52.323232576,35.913482536567365,3.0,39.0,0.3698524861173083,33.0,0.35567246479622805,0.5205999655439746,2274.641025641026
VNM,70400089,VNM20,70403,1.0,1.0,3.0,1.0,1.0,33.0,1.0,4.0,2.0,1.0,1.0,5.0,0.0385,-0.9838,0.6236,0.1111,0.1827,-0.850891333108289,-0.3526,0.7068,0.2954,137.89443617,94.64761983288933,3.0,38.0,0.3156148833051008,32.0,0.24910407724819572,0.45727676334774375,2220.7894736842104
VNM,70400090,VNM16,70402,3.0,1.0,3.0,1.0,4.0,43.0,4.0,4.0,2.0,3.0,3.0,5.0,2.7413,-2.2095,0.7871,1.6864,-0.6133,-0.08497959751064979,-0.3526,2.0707,-0.4272,12.366050735,8.487777326690537,2.0,42.0,0.5205057433939422,35.0,0.5608171932686098,0.6734603710697183,1796.7857142857142
VNM,70400091,VNM14,70402,1.0,1.0,3.0,1.0,4.0,43.0,3.0,4.0,4.0,3.0,2.0,5.0,2.5401,-2.2095,0.4299,0.1,-0.0252,0.07040145644479363,2.1084,1.0341,0.8207,21.183823529,14.540096987727566,2.0,40.0,0.32996504135250937,34.0,0.3785865014175858,0.5329665641460436,1676.275
VNM,70400092,VNM28,70404,5.0,1.0,3.0,1.0,,33.0,4.0,,,3.0,3.0,5.0,0.8046,-0.7677,-0.7828,-0.9492,2.9476,2.589132669225593,0.1994,1.7871,1.5941,10.168421053,6.979374054937202,4.0,42.0,0.6229450792174578,34.0,0.7440722545528038,0.8951150187955275,1307.904761904762
VNM,70400093,VNM03,70402,4.0,2.0,1.0,2.0,3.0,43.0,2.0,4.0,2.0,3.0,2.0,5.0,0.3726,2.6077,2.0886,2.4549,2.9476,0.016385981420728637,1.4505,2.0707,0.1159,1.0555555556,0.7245094415249391,2.0,42.0,0.40021806971496404,35.0,0.40064926411700613,0.5366534841206694,1932.0238095238096
VNM,70400094,VNM11,70401,2.0,1.0,3.0,1.0,3.0,43.0,1.0,4.0,4.0,3.0,2.0,5.0,-0.0282,-0.5312,0.2832,-1.421,-0.4445,-1.1343860137233737,0.4473,0.6422,0.5851,50.7386664,34.82587217902394,1.0,37.0,0.37730735136766,31.0,0.34728531093063114,0.5159956892693016,1626.945945945946
VNM,70400095,VNM10,70401,1.0,1.0,3.0,1.0,3.0,13.0,2.0,4.0,3.0,3.0,1.0,5.0,0.1986,-0.5312,-0.2966,-0.9492,-0.0252,-0.7375800241235118,0.5859,1.2671,1.5283,52.637301481,36.129052324206405,1.0,7.0,0.4190231507622812,5.0,0.38577441077441077,0.6466200466200466,2827.5714285714284
VNM,70400096,VNM28,70404,5.0,1.0,3.0,1.0,4.0,53.0,4.0,3.0,1.0,3.0,2.0,5.0,1.0112,-2.2095,0.4299,-1.421,-0.1588,-1.4499091010033687,1.166,1.3356,1.6334,15.676315789,10.759868333979878,4.0,42.0,0.6069955123024178,34.0,0.8246220293817547,0.756327447202198,1660.7857142857142
VNM,70400097,VNM16,70402,4.0,1.0,3.0,1.0,,43.0,4.0,,,3.0,2.0,5.0,0.6212,3.5479,0.4299,0.4998,0.2359,1.6499212845924116,0.831,2.0707,2.0128,15.941070142,10.941589729330113,2.0,29.0,0.4002149132918364,26.0,0.4324169188748295,0.5062624212213607,1952.8214285714287
VNM,70400098,VNM15,70402,2.0,1.0,3.0,1.0,4.0,43.0,4.0,4.0,3.0,3.0,2.0,,-0.4203,0.3963,0.592,1.4782,-0.9994,0.0582825998688816,0.1994,0.6903,-0.9148,11.205846422,7.69143934674532,2.0,41.0,0.4627476220163968,33.0,0.5781942459313316,0.6813681168079646,1701.7317073170732
VNM,70400099,VNM32,70405,2.0,1.0,3.0,1.0,4.0,48.0,3.0,4.0,4.0,3.0,2.0,5.0,0.1323,0.397,1.5435,2.186,-0.0252,1.1289835783507083,0.7367,2.0707,2.0128,157.90079286,108.37953023355173,5.0,10.0,0.44787137681159417,8.0,0.4945833333333334,0.5228496922024624,1789.9
VNM,70400100,VNM11,70401,4.0,1.0,3.0,1.0,4.0,43.0,3.0,4.0,2.0,2.0,3.0,5.0,1.9067,-0.5312,-0.0719,-0.9492,-0.0252,1.16395513589834,1.5668,2.0707,-0.4272,8.8703962238,6.088439192153372,1.0,37.0,0.3493890416204995,30.0,0.3223264067149634,0.5495905507705094,1843.8918918918919
VNM,70400101,VNM10,70401,4.0,1.0,3.0,1.0,4.0,43.0,4.0,4.0,1.0,3.0,2.0,5.0,0.2284,0.8426,2.0886,1.7368,-0.8616,-1.2606818118966283,0.9614,0.1474,-0.7601,12.18874048,8.36607558096511,1.0,42.0,0.519553776714902,34.0,0.5754578996997398,0.6587112520417417,1903.7380952380952
VNM,70400102,VNM33,70405,2.0,1.0,3.0,1.0,4.0,43.0,4.0,4.0,2.0,3.0,2.0,5.0,0.5732,0.1199,0.2099,-0.2264,-0.0252,-0.17102347919962504,0.9614,1.3786,0.4108,10.498891176,7.206201267380145,5.0,41.0,0.4646677378204318,33.0,0.5471642059260015,0.6541667051924286,1697.0975609756097
VNM,70400103,VNM33,70405,4.0,1.0,3.0,1.0,4.0,43.0,4.0,4.0,,3.0,1.0,5.0,0.1323,0.397,-1.4549,-1.421,-0.2389,0.4105950731828951,-0.9757,2.0707,2.0128,13.275457438,9.11197350377858,5.0,42.0,0.5423506079948835,34.0,0.5643342812835596,0.700868288181609,1921.6904761904761
VNM,70400104,VNM24,70404,1.0,2.0,1.0,2.0,4.0,43.0,3.0,4.0,4.0,3.0,3.0,5.0,1.2146,0.397,-1.4549,-1.421,2.9476,1.2313879164171648,1.166,2.0707,2.0128,14.685909311,10.080075744711008,4.0,42.0,0.3689868516576591,35.0,0.3731079783925001,0.5742735475770163,1652.095238095238
VNM,70400105,VNM20,70403,1.0,1.0,3.0,1.0,2.0,38.0,2.0,4.0,4.0,1.0,3.0,5.0,1.1847,0.6398,-0.2966,0.1424,-0.4958,-0.6715322557847913,0.521,2.0707,2.0128,308.62088095,211.83038724373063,3.0,4.0,0.27735690235690236,3.0,0.25416666666666665,0.44235526966848093,3104.75
VNM,70400106,VNM20,70403,1.0,1.0,3.0,1.0,2.0,38.0,2.0,4.0,4.0,3.0,3.0,5.0,0.3792,-0.7677,-0.587,-0.056,-0.1523,-0.6649534479292961,0.8038,2.0707,2.0128,617.2417619,423.66077448746125,3.0,4.0,0.36121849165327424,4.0,0.24344827586206896,0.375,3548.25
VNM,70400107,VNM33,70405,4.0,1.0,3.0,1.0,4.0,43.0,2.0,4.0,2.0,3.0,3.0,5.0,-0.6374,-0.9698,1.0065,-1.421,0.5838,-0.4511421926257056,0.9614,2.0707,0.0063,19.649300917,13.486835399809008,5.0,41.0,0.33753646222025663,33.0,0.36470944114684073,0.6039449071828091,1883.121951219512
VNM,70400108,VNM21,70403,3.0,1.0,3.0,1.0,4.0,43.0,4.0,4.0,1.0,3.0,3.0,5.0,1.0151,0.4006,2.0886,1.4742,2.9476,0.13298669433325347,1.3257,2.0707,2.0128,11.964792901,8.2123630316527,3.0,42.0,0.449971910128728,34.0,0.4594303177614154,0.5898248761892309,1935.3809523809523
VNM,70400109,VNM18,70403,4.0,1.0,3.0,2.0,4.0,43.0,3.0,4.0,1.0,3.0,1.0,5.0,-0.1043,-0.2093,0.0131,0.2651,-0.5398,0.7917331124953281,0.9614,1.2671,0.9893,2.0413165266,1.401113459937148,3.0,42.0,0.5886024567929938,34.0,0.7482333903194307,0.7475198248566518,1644.3170731707316
VNM,70400110,VNM12,70402,1.0,2.0,1.0,2.0,4.0,43.0,2.0,4.0,4.0,3.0,3.0,5.0,0.1323,-0.1717,0.1892,-0.2376,-0.0252,0.5425174833378231,1.5029,0.7847,-0.1709,7.1202702703,4.887192350675815,2.0,39.0,0.3678608371525622,31.0,0.3622515630666554,0.5586497519407637,1906.076923076923
VNM,70400111,VNM16,70402,2.0,1.0,3.0,1.0,4.0,43.0,3.0,4.0,2.0,3.0,3.0,5.0,1.8925,-2.2095,-0.7828,-0.6841,0.0367,0.43656405155984945,0.9614,0.1994,-1.371,18.896437079,12.970086702007256,2.0,42.0,0.4021270075680014,35.0,0.4194949587675284,0.6092431455941688,1819.4761904761904
VNM,70400112,VNM15,70402,1.0,1.0,3.0,1.0,4.0,48.0,4.0,4.0,2.0,3.0,3.0,5.0,0.2064,0.062,-1.4549,-1.421,1.7496,-0.19837746975668355,2.0256,0.4422,0.2419,15.002219626,10.297183985441137,2.0,42.0,0.4667807661221983,34.0,0.5396631005484911,0.5988522563653839,1492.857142857143
VNM,70400113,VNM28,70404,5.0,1.0,3.0,1.0,4.0,33.0,4.0,2.0,1.0,3.0,3.0,5.0,1.215,-0.9838,-0.7828,-1.421,0.132,0.04062369457255259,1.1848,2.0707,2.0128,10.781900452,7.400452428688832,4.0,42.0,0.7065334665334666,34.0,0.9214335713490303,0.8751228309081039,1723.5714285714287
